61	1
68	7
58	1
58	56
58	57
80	1
80	2
80	4
80	5
80	30
84	1
84	7
73	1
73	3
73	7
73	12
73	14
73	36
73	42
89	1
89	21
89	27
97	3
97	6
98	1
98	3
98	6
98	9
101	1
101	3
101	4
99	1
99	3
105	1
105	2
105	3
111	1
112	1
112	3
113	1
114	1
115	1
117	12
96	1
96	8
96	22
96	46
96	48
96	55
96	94
121	1
121	3
123	1
127	2
127	3
127	5
127	7
127	25
127	75
132	10
132	12
132	14
132	83
130	1
130	2
130	6
152	1
155	1
155	32
155	49
156	1
156	10
170	1
170	8
184	1
184	33
184	35
187	3
187	13
187	20
187	36
187	52
187	56
187	72
191	3
191	27
185	1
183	2
199	1
199	3
201	1
201	12
200	1
200	3
207	2
209	1
219	1
221	1
225	1
225	3
