189	2
189	1
188	4
188	13
188	12
186	5
186	3
186	41
184	1
278	3
278	2
278	1
277	4
179	1
179	6
83	1
83	2
177	274
177	352
177	2
177	1
271	56
271	1
66	2
246	4
246	7
246	9
246	19
151	3
151	6
335	1
50	25
50	79
50	20
50	24
50	191
50	17
50	6
240	6
240	1
238	32
238	69
238	48
238	21
238	75
238	35
237	1
237	7
46	1
46	2
233	20
233	3
233	1
134	19
134	304
134	1
134	4
134	237
134	89
229	50
229	1
37	3
321	4
128	3
128	2
317	2
317	14
123	2
123	1
122	8
122	2
122	5
217	9
26	4
121	2
215	1
215	2
215	58
119	5
213	17
213	5
213	2
213	38
213	1
304	2
304	6
114	142
114	140
114	7
109	20
109	187
109	2
109	1
109	346
109	59
109	12
13	3
13	5
295	8
295	4
198	39
198	9
198	34
198	5
198	33
198	40
198	14
198	25
198	2
198	4
198	35
198	1
198	3
198	37
102	1
291	1
291	7
101	7
101	3
101	11
101	1
101	112
196	21
290	1
100	415
100	1
192	5
192	3
192	40
96	1
96	2
