382	2
382	44
380	1
380	5
378	2
378	11
761	2
761	3
376	9
376	6
1139	3
1139	2
1139	24
1521	3
1521	13
1521	1
753	3
753	1
753	2
753	13
753	4
753	21
753	14
753	11
752	1
752	3
368	4
368	16
1133	7
1133	174
1133	1
367	23
1513	1
1513	3
746	26
746	2
745	3
745	214
745	9
1126	90
1126	30
1126	241
1126	34
1126	14
360	1
360	10
360	20
360	34
359	1
359	6
358	13
358	3
741	2
741	65
741	39
741	54
741	6
741	44
1123	33
1121	2
1121	3
1120	26
1120	13
1120	268
1120	19
1120	5
354	5
354	1
354	2
1118	3
1118	1
1118	2
1500	13
1500	7
1498	121
1498	132
1498	159
1497	1
1497	9
346	4
721	24
1486	13
1486	5
1485	3
1485	9
336	6
717	12
333	1
331	1
1096	2
329	2
329	1
1094	32
1094	21
1476	1
325	4
325	9
706	1
706	2
1088	5
1088	35
1088	81
1088	478
1088	484
322	12
322	9
322	90
322	270
322	359
1087	1
1087	3
321	167
321	234
321	63
321	9
702	37
702	7
318	7
318	8
1465	2
1465	1
315	8
315	13
1080	6
1080	1
1078	12
1078	25
1078	2
1078	510
1078	18
312	1
312	6
1077	18
1077	5
1077	3
1076	3
1076	1
309	32
309	5
1072	5
1072	15
1072	6
1072	2
306	1
306	4
688	34
688	41
688	11
688	90
1453	8
1453	6
1070	85
1070	23
1070	137
1070	38
1070	44
1070	1
1070	5
686	1
686	8
686	31
1068	1
1068	4
683	3
683	1
298	6
298	2
298	240
1063	361
1063	2
1062	1
679	1
679	2
676	47
676	8
676	1
1058	7
1058	11
1058	3
675	3
675	1
675	9
1057	3
1057	11
1057	1
1438	3
1438	125
1437	4
1436	1
1436	58
1053	36
1053	65
669	2
1050	2
1050	5
1050	82
1050	71
1049	2
1049	4
1049	17
1049	40
663	20
1043	22
1043	45
1425	13
1425	10
1425	9
1425	8
1423	22
1423	2
1040	29
1040	1
1416	3
1416	49
1030	2
1030	3
1030	24
647	3
646	3
646	1
1027	37
1027	151
1027	53
1027	18
1027	4
1027	1
260	7
260	12
1025	37
1025	181
1025	154
1025	19
1025	4
1025	1
1406	4
1406	7
1401	7
1401	4
633	4
1397	6
629	2
629	45
629	24
629	292
1394	90
1394	79
1008	44
1008	23
1008	2
622	6
622	2
1387	1
1387	5
621	9
621	10
620	13
620	10
620	518
1002	9
1002	16
1001	5
1001	126
1001	13
1001	37
1001	29
1001	49
617	4
617	10
996	2
996	19
995	2
995	3
987	13
987	25
603	379
603	1
603	2
603	4
603	73
1368	2
1368	1
602	1
1361	8
978	27
1360	26
1360	10
1360	22
592	3
592	1
588	2
588	1
970	3
970	6
969	4
969	136
969	27
583	1
199	43
963	24
963	1
963	2
962	1
962	2
1342	2
1342	1
571	1
571	37
570	16
570	40
952	43
1334	6
1334	3
1334	1
1334	5
568	20
568	23
949	1
949	5
948	1
948	8
562	21
562	2
938	4
938	12
551	13
551	20
550	6
550	10
549	8
549	4
928	3
928	2
926	1
926	3
1307	6
924	1
924	6
924	179
924	70
540	3
539	9
539	7
534	1
917	3
1297	4
1297	8
914	2
530	8
530	14
913	1
913	5
1295	1
912	8
912	33
912	3
1293	1
1293	2
527	2
527	5
909	2
908	2
908	17
1290	91
1290	55
1290	11
1289	173
1289	289
1289	129
523	3
1288	215
1288	3
1288	23
1288	2
521	3
521	1
521	70
901	118
901	1
517	1
517	3
897	61
897	3
1276	1
893	28
893	5
893	30
893	1
893	27
893	76
892	1
892	2
508	1
508	14
505	36
505	16
888	13
888	17
888	134
887	2
1269	8
1269	3
1269	14
884	3
884	2
884	1
1263	4
1263	3
497	1
497	8
880	1
880	2
880	28
880	3
880	7
880	6
495	2
494	12
494	17
493	2
493	3
1257	2
1257	1
489	2
489	5
1254	1
1254	7
1251	2
1251	1
868	6
868	7
1250	3
1250	1
483	64
483	25
481	9
481	12
480	2
480	4
863	19
863	5
863	4
862	3
862	6
862	9
1244	1
1244	2
475	6
474	16
474	8
472	51
472	55
472	2
471	4
471	3
471	1
1236	6
1236	10
469	7
469	11
852	5
852	1
852	10
852	9
467	13
467	8
1232	2
1232	1
1229	8
1229	11
462	21
462	2
462	3
462	10
459	4
459	2
459	21
458	32
458	9
454	4
454	1
450	2
833	1
833	4
447	1
447	3
447	36
447	26
447	59
447	101
829	1
829	2
828	9
828	2
1210	4
1210	13
1210	7
1210	11
1210	1
1210	315
1208	3
1208	5
1204	9
1204	21
821	1
821	28
821	10
821	31
821	25
816	1
816	6
429	15
429	2
428	2
425	7
425	43
425	6
425	187
425	1
424	3
424	7
807	8
807	2
807	24
423	11
423	1
423	8
806	1
806	136
806	24
806	21
806	9
422	20
422	1
422	32
422	39
422	6
805	23
805	21
805	106
804	6
420	2
420	3
1565	1
1565	2
1180	2
1180	4
412	63
412	149
411	2
410	4
407	2
407	20
407	7
407	1
788	5
788	1
788	12
788	233
788	107
788	3
788	2
404	5
404	17
404	61
404	45
404	11
404	1
402	1
402	5
401	10
401	1
1166	3
1166	5
398	2
398	63
392	5
392	3
392	9
387	6
387	17
387	13
387	67
387	65
1534	2
1534	1
385	3
