3542	12
3542	14
3542	19
3542	23
3542	31
3542	33
6366	447
6366	587
6366	721
6385	7
6385	22
6385	685
6385	7476
6921	58
6921	85
6921	235
7040	3
7040	8
7040	9
6464	4
6464	12
6464	14
6464	22
6464	25
6464	30
6464	34
6464	36
6464	42
6464	65
6464	75
6464	84
6464	90
6464	108
6464	193
6464	230
6464	256
6464	305
6464	398
6464	736
6464	868
6464	990
6464	1033
6464	1063
6464	1067
6464	1160
6464	1389
6464	1419
6464	1516
6464	1597
6464	1672
6464	2834
6464	4669
6464	5956
6464	6297
6369	1
6369	12
6369	99
7062	1
7062	2
7062	4
