253	1
253	1996
337	2
337	3740
337	3747
337	3762
337	3808
337	4785
337	5493
337	6010
337	6100
337	7364
337	7367
337	7626
337	7632
337	7633
337	7653
337	7654
337	7658
337	7660
337	7661
337	7662
337	7664
337	7710
337	7712
337	7714
324	1
324	18
324	72
324	116
324	331
324	359
324	394
324	463
324	609
393	1
393	5439
393	5493
498	1
498	2
520	1
520	7471
443	1
443	37
443	40
443	41
443	48
557	1
587	1
587	97
587	6141
136	2
136	10
136	11
136	12
136	14
136	16
136	17
136	18
136	19
136	20
136	21
136	22
136	23
136	24
136	25
136	3652
136	7368
136	7376
136	7377
136	7465
136	7516
136	7517
136	7530
136	7569
136	7594
136	7601
136	7619
136	7640
136	7656
136	7672
136	7677
136	7709
136	7713
136	7744
635	1
487	2
487	11
487	610
487	1284
487	5897
773	1
794	2
816	1
841	5
869	1
869	1834
595	1
1006	2
1195	4
1207	2
1242	1
1317	1
1345	3
1377	1
88	3
88	4
88	5
88	7
88	910
88	957
88	2938
1412	1
1628	1
1628	1283
1376	1
1681	1
1777	1
837	6
837	9
837	16
837	26
837	40
837	139
837	149
837	170
837	178
837	285
837	390
837	510
837	566
837	642
837	723
837	757
837	1325
837	1411
837	1421
837	1830
837	2250
837	2303
837	2352
837	2404
837	2526
837	3134
837	4421
837	4509
837	4524
837	4544
837	4661
837	4783
837	5527
837	5717
837	5848
837	5861
837	6010
1995	1
1974	1
1974	3
2059	4
1959	1
2042	2
2042	447
2042	1274
2042	5532
2095	1
2095	2
2095	176
2095	396
2095	445
2117	2
2117	157
2045	1
2045	7370
1884	4
1884	1272
1884	5716
2309	1
2183	4
2183	10
2183	137
2183	324
2183	403
2183	485
2183	5880
2298	1
2382	1
2184	1
2184	3
2184	395
2383	1
2383	2
2383	8
2499	2
1592	1
2196	2
2196	216
2520	1
2705	2
1444	1
2857	1
2907	2
2907	72
2907	1107
2907	2247
2803	1
2918	3
3057	1
3232	1
3168	1
3168	50
3168	64
3168	1199
3168	7319
3070	1
3295	2
3596	1
2261	1
2261	83
2261	261
2261	551
2261	680
2261	1153
3122	2
3122	3
3122	4
3122	6
3122	15
3122	16
3122	17
3122	18
3785	2
3785	3
3785	4
3785	5
3785	6
3785	7
3785	8
3785	9
3179	1
3179	794
2379	3
2379	13
2379	164
2379	4708
2379	4785
2379	7254
1016	2
1016	3
1016	4
1016	50
1016	176
1016	413
4425	1
4425	457
4425	1537
4373	1
4373	2
4373	3501
4195	2
4222	4
4222	543
2702	2
2702	18
2702	35
2702	111
2702	1952
5149	1
5204	3
5204	3794
5204	6935
5056	1
5256	1
3420	3
4247	1
5427	1
4256	1
4256	413
2939	1
2939	2
6530	1
6530	52
6530	405
6530	422
6530	877
6530	883
6530	1013
6530	1285
6530	1294
6530	1526
6530	1527
6530	1724
6530	2015
6530	2105
6530	2501
6507	1
6507	1000
6507	5617
6716	1
6877	1
6741	2
6741	5
7011	4
6908	1
6626	7
6626	22
6626	67
6626	129
6626	273
6626	314
6626	818
6626	1074
6626	1376
6626	1514
6626	1912
6626	2600
6626	3408
6626	4945
6626	6610
6626	6834
6037	5
6037	6
6037	57
6037	86
6037	202
6037	272
6037	348
6037	546
6037	653
6037	1094
6037	1107
6037	1526
6037	2320
6037	3071
6037	4631
6037	4632
7303	1
7583	1
7583	2
7583	26
7583	93
7583	144
7583	316
7583	379
7583	7280
4064	1
4064	450
4064	543
4064	693
4064	719
4064	795
4064	818
4064	1207
