21	153
21	429
48	18
50	5
83	12
83	13
83	32
83	67
107	106
217	4
217	8
217	14
217	17
217	21
217	22
217	25
217	86
217	291
247	2
247	3
250	6
250	13
250	62
250	134
250	304
253	3
253	48
253	83
307	5
316	4
316	30
328	2
384	3
384	5
384	6
384	8
384	20
384	77
384	146
384	247
384	373
388	1
388	29
388	181
388	183
388	188
388	191
388	388
388	389
388	390
388	391
388	392
388	394
388	395
388	396
388	397
388	398
388	401
411	1
411	4
411	14
411	20
411	21
411	46
411	72
423	2
423	4
461	1
461	9
461	14
490	2
490	6
490	15
490	44
500	95
502	1
502	5
502	6
502	84
502	89
502	127
502	137
514	2
514	3
514	5
514	6
514	7
514	16
514	19
514	49
514	54
514	59
514	71
514	75
514	79
514	94
514	97
514	129
514	132
514	142
514	143
514	156
514	166
514	180
514	287
523	3
523	5
523	9
523	15
523	51
523	59
523	89
523	127
581	3
581	62
581	182
597	3
597	6
597	287
599	3
599	4
599	7
599	18
599	31
599	32
599	60
662	1
662	225
683	1
683	2
683	3
683	4
683	67
690	1
690	2
690	4
697	1
697	8
716	1
716	15
743	1
791	21
791	32
791	98
791	176
863	5
866	1
870	1
880	4
880	32
880	76
925	4
925	11
925	28
925	29
925	51
925	99
925	109
925	156
925	307
931	1
931	202
931	256
937	1
937	4
938	1
938	256
956	1
956	8
958	1
958	2
222	1
222	5
246	1
246	2
246	73
246	88
238	1
238	2
238	3
238	4
238	130
238	182
254	1
254	9
254	48
261	1
261	3
261	35
288	1
288	227
301	2
301	36
311	1
311	35
329	1
320	1
424	1
424	25
434	1
445	1
445	303
448	1
448	115
446	3
446	350
460	1
485	1
498	2
507	1
507	167
519	1
519	23
537	2
537	202
556	1
556	156
605	1
605	2
605	3
605	4
605	207
594	3
594	122
594	225
655	1
699	1
699	10
747	1
747	313
754	1
754	2
754	4
754	5
754	7
798	1
798	268
798	312
798	429
805	1
847	1
887	1
887	202
887	239
885	1
885	7
885	149
885	151
885	152
885	235
885	236
885	237
885	238
885	242
885	243
885	244
885	245
885	247
885	248
885	250
889	1
889	2
889	7
872	1
872	3
872	47
872	50
872	53
872	63
872	74
864	1
864	6
864	74
898	1
906	1
906	13
919	1
919	2
200	7
200	13
200	14
200	20
327	213
582	1
198	2
198	3
198	4
204	5
204	45
204	138
298	32
298	40
792	12
792	17
199	1
199	7
199	39
199	64
188	1
188	2
188	3
188	4
353	3
353	35
491	2
377	1
377	155
606	1
606	341
701	1
701	10
712	3
712	4
712	5
712	182
712	336
723	1
723	306
723	367
23	7
427	9
427	18
427	84
427	125
427	195
575	155
213	3
143	2
143	10
143	13
143	21
143	28
143	136
276	9
276	16
276	36
276	39
276	62
276	81
276	334
276	338
381	2
381	3
381	4
381	5
381	6
381	19
381	49
244	1
244	2
244	3
244	5
244	7
244	12
244	85
244	174
244	263
354	1
354	2
354	3
354	4
354	6
354	7
354	17
354	25
354	26
492	1
617	4
617	17
665	1
665	2
665	4
883	1
883	2
883	3
883	4
883	5
883	6
883	9
883	14
883	26
883	114
883	116
883	286
883	303
953	1
45	318
38	23
163	19
340	7
340	37
705	14
705	38
